教室可容纳学生,教室编号,资源,教室ID
200,130405,多媒体；黑板；黑板刷；粉笔；语音室,13-405
300,130406,多媒体；黑板；黑板刷；粉笔；语音室,13-406
120,130407,多媒体；黑板；黑板刷；粉笔；语音室；多媒体,13-407
300,130408,多媒体；黑板；黑板刷；粉笔；语音室,13-408
80,130409,多媒体；黑板；黑板刷；粉笔；语音室,13-409
80,130410,多媒体；黑板；黑板刷；粉笔；语音室,13-410
80,130411,多媒体；黑板；黑板刷；粉笔；语音室,13-411
80,130412,多媒体；黑板；黑板刷；粉笔；语音室,13-412
300,130501,多媒体；黑板；黑板刷；粉笔；语音室,13-501
80,130502,多媒体；黑板；黑板刷；粉笔；语音室,13-502
80,130503,多媒体；黑板；黑板刷；粉笔；语音室,13-503
80,130504,多媒体；黑板；黑板刷；粉笔；语音室,13-504
200,130505,多媒体；黑板；黑板刷；粉笔；语音室,13-505
200,130506,多媒体；黑板；黑板刷；粉笔；语音室,13-506
120,130507,多媒体；黑板；黑板刷；粉笔；语音室；多媒体,13-507
200,130508,多媒体；黑板；黑板刷；粉笔；语音室,13-508
80,130509,多媒体；黑板；黑板刷；粉笔；语音室,13-509
80,130510,多媒体；黑板；黑板刷；粉笔；语音室,13-510
80,130511,多媒体；黑板；黑板刷；粉笔；语音室,13-511
80,130512,多媒体；黑板；黑板刷；粉笔；语音室,13-512
300,130601,多媒体；黑板；黑板刷；粉笔；语音室,13-601
80,130602,多媒体；黑板；黑板刷；粉笔；语音室,13-602
80,130603,多媒体；黑板；黑板刷；粉笔；语音室,13-603
80,130604,多媒体；黑板；黑板刷；粉笔；语音室,13-604
200,130605,多媒体；黑板；黑板刷；粉笔；语音室,13-605
300,130606,多媒体；黑板；黑板刷；粉笔；语音室,13-606
120,130607,多媒体；黑板；黑板刷；粉笔；语音室；多媒体,13-607
200,130608,多媒体；黑板；黑板刷；粉笔；语音室,13-608
80,130609,多媒体；黑板；黑板刷；粉笔；语音室,13-609
80,130610,多媒体；黑板；黑板刷；粉笔；语音室,13-610
80,130611,多媒体；黑板；黑板刷；粉笔；语音室,13-611
80,130612,多媒体；黑板；黑板刷；粉笔；语音室,13-612
200,130701,多媒体；黑板；黑板刷；粉笔；语音室,13-701
80,130702,多媒体；黑板；黑板刷；粉笔；语音室,13-702
80,130703,多媒体；黑板；黑板刷；粉笔；语音室,13-703
80,130704,多媒体；黑板；黑板刷；粉笔；语音室,13-704
200,130705,多媒体；黑板；黑板刷；粉笔；语音室,13-705
300,130706,多媒体；黑板；黑板刷；粉笔；语音室,13-706
120,130707,多媒体；黑板；黑板刷；粉笔；语音室；多媒体,13-707
300,130708,多媒体；黑板；黑板刷；粉笔；语音室,13-708
80,130709,多媒体；黑板；黑板刷；粉笔；语音室,13-709
80,130710,多媒体；黑板；黑板刷；粉笔；语音室,13-710
80,130711,多媒体；黑板；黑板刷；粉笔；语音室,13-711
80,130712,多媒体；黑板；黑板刷；粉笔,13-712
200,140101,多媒体；黑板；黑板刷；粉笔,14-101
80,140102,多媒体；黑板；黑板刷；粉笔,14-102
80,140103,多媒体；黑板；黑板刷；粉笔,14-103
80,140104,多媒体；黑板；黑板刷；粉笔,14-104
200,140105,多媒体；黑板；黑板刷；粉笔,14-105
300,140106,多媒体；黑板；黑板刷；粉笔,14-106
120,140107,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,14-107
300,140108,多媒体；黑板；黑板刷；粉笔,14-108
80,140109,多媒体；黑板；黑板刷；粉笔,14-109
80,140110,多媒体；黑板；黑板刷；粉笔,14-110
80,140111,多媒体；黑板；黑板刷；粉笔,14-111
80,140112,多媒体；黑板；黑板刷；粉笔,14-112
200,140201,多媒体；黑板；黑板刷；粉笔,14-201
80,140202,多媒体；黑板；黑板刷；粉笔,14-202
80,140203,多媒体；黑板；黑板刷；粉笔,14-203
80,140204,多媒体；黑板；黑板刷；粉笔,14-204
200,140205,多媒体；黑板；黑板刷；粉笔,14-205
200,140206,多媒体；黑板；黑板刷；粉笔,14-206
120,140207,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,14-207
200,140208,多媒体；黑板；黑板刷；粉笔,14-208
80,140209,多媒体；黑板；黑板刷；粉笔,14-209
80,140210,多媒体；黑板；黑板刷；粉笔,14-210
80,140211,多媒体；黑板；黑板刷；粉笔,14-211
80,140212,多媒体；黑板；黑板刷；粉笔,14-212
300,140301,多媒体；黑板；黑板刷；粉笔,14-301
80,140302,多媒体；黑板；黑板刷；粉笔,14-302
80,140303,多媒体；黑板；黑板刷；粉笔,14-303
80,140304,多媒体；黑板；黑板刷；粉笔,14-304
200,140305,多媒体；黑板；黑板刷；粉笔,14-305
300,140306,多媒体；黑板；黑板刷；粉笔,14-306
120,140307,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,14-307
200,140308,多媒体；黑板；黑板刷；粉笔,14-308
80,140309,多媒体；黑板；黑板刷；粉笔,14-309
80,140310,多媒体；黑板；黑板刷；粉笔,14-310
80,140311,多媒体；黑板；黑板刷；粉笔,14-311
80,140312,多媒体；黑板；黑板刷；粉笔,14-312
300,140401,多媒体；黑板；黑板刷；粉笔,14-401
80,140402,多媒体；黑板；黑板刷；粉笔,14-402
80,140403,多媒体；黑板；黑板刷；粉笔,14-403
80,140404,多媒体；黑板；黑板刷；粉笔,14-404
200,140405,多媒体；黑板；黑板刷；粉笔,14-405
300,140406,多媒体；黑板；黑板刷；粉笔,14-406
120,140407,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,14-407
300,140408,多媒体；黑板；黑板刷；粉笔,14-408
80,140409,多媒体；黑板；黑板刷；粉笔,14-409
80,140410,多媒体；黑板；黑板刷；粉笔,14-410
80,140411,多媒体；黑板；黑板刷；粉笔,14-411
80,140412,多媒体；黑板；黑板刷；粉笔,14-412
200,140501,多媒体；黑板；黑板刷；粉笔,14-501
80,140502,多媒体；黑板；黑板刷；粉笔,14-502
80,140503,多媒体；黑板；黑板刷；粉笔,14-503
80,140504,多媒体；黑板；黑板刷；粉笔,14-504
200,140505,多媒体；黑板；黑板刷；粉笔,14-505
300,140506,多媒体；黑板；黑板刷；粉笔,14-506
120,140507,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,14-507
200,140508,多媒体；黑板；黑板刷；粉笔,14-508
80,140509,多媒体；黑板；黑板刷；粉笔,14-509
80,140510,多媒体；黑板；黑板刷；粉笔,14-510
80,140511,多媒体；黑板；黑板刷；粉笔,14-511
80,140512,多媒体；黑板；黑板刷；粉笔,14-512
200,140601,多媒体；黑板；黑板刷；粉笔,14-601
80,140602,多媒体；黑板；黑板刷；粉笔,14-602
80,140603,多媒体；黑板；黑板刷；粉笔,14-603
80,140604,多媒体；黑板；黑板刷；粉笔,14-604
200,140605,多媒体；黑板；黑板刷；粉笔,14-605
200,140606,多媒体；黑板；黑板刷；粉笔,14-606
120,140607,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,14-607
200,140608,多媒体；黑板；黑板刷；粉笔,14-608
80,140609,多媒体；黑板；黑板刷；粉笔,14-609
80,140610,多媒体；黑板；黑板刷；粉笔,14-610
80,140611,多媒体；黑板；黑板刷；粉笔,14-611
80,140612,多媒体；黑板；黑板刷；粉笔,14-612
300,140701,多媒体；黑板；黑板刷；粉笔,14-701
80,140702,多媒体；黑板；黑板刷；粉笔,14-702
80,140703,多媒体；黑板；黑板刷；粉笔,14-703
80,140704,多媒体；黑板；黑板刷；粉笔,14-704
200,140705,多媒体；黑板；黑板刷；粉笔,14-705
300,140706,多媒体；黑板；黑板刷；粉笔,14-706
120,140707,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,14-707
200,140708,多媒体；黑板；黑板刷；粉笔,14-708
80,140709,多媒体；黑板；黑板刷；粉笔,14-709
80,140710,多媒体；黑板；黑板刷；粉笔,14-710
80,140711,多媒体；黑板；黑板刷；粉笔,14-711
80,140712,多媒体；黑板；黑板刷；粉笔,14-712
300,150101,多媒体；黑板；黑板刷；粉笔,15-101
80,150102,多媒体；黑板；黑板刷；粉笔,15-102
80,150103,多媒体；黑板；黑板刷；粉笔,15-103
80,150104,多媒体；黑板；黑板刷；粉笔,15-104
300,150105,多媒体；黑板；黑板刷；粉笔,15-105
200,150106,多媒体；黑板；黑板刷；粉笔,15-106
120,150107,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,15-107
200,150108,多媒体；黑板；黑板刷；粉笔,15-108
80,150109,多媒体；黑板；黑板刷；粉笔,15-109
80,150110,多媒体；黑板；黑板刷；粉笔,15-110
80,150111,多媒体；黑板；黑板刷；粉笔,15-111
80,150112,多媒体；黑板；黑板刷；粉笔,15-112
200,150201,多媒体；黑板；黑板刷；粉笔,15-201
80,150202,多媒体；黑板；黑板刷；粉笔,15-202
80,150203,多媒体；黑板；黑板刷；粉笔,15-203
80,150204,多媒体；黑板；黑板刷；粉笔,15-204
200,150205,多媒体；黑板；黑板刷；粉笔,15-205
200,150206,多媒体；黑板；黑板刷；粉笔,15-206
120,150207,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,15-207
200,150208,多媒体；黑板；黑板刷；粉笔,15-208
80,150209,多媒体；黑板；黑板刷；粉笔,15-209
80,150210,多媒体；黑板；黑板刷；粉笔,15-210
80,150211,多媒体；黑板；黑板刷；粉笔,15-211
80,150212,多媒体；黑板；黑板刷；粉笔,15-212
300,150301,多媒体；黑板；黑板刷；粉笔,15-301
80,150302,多媒体；黑板；黑板刷；粉笔,15-302
80,150303,多媒体；黑板；黑板刷；粉笔,15-303
80,150304,多媒体；黑板；黑板刷；粉笔,15-304
200,150305,多媒体；黑板；黑板刷；粉笔,15-305
200,150306,多媒体；黑板；黑板刷；粉笔,15-306
120,150307,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,15-307
200,150308,多媒体；黑板；黑板刷；粉笔,15-308
80,150309,多媒体；黑板；黑板刷；粉笔,15-309
80,150310,多媒体；黑板；黑板刷；粉笔,15-310
80,150311,多媒体；黑板；黑板刷；粉笔,15-311
80,150312,多媒体；黑板；黑板刷；粉笔,15-312
200,150401,多媒体；黑板；黑板刷；粉笔,15-401
80,150402,多媒体；黑板；黑板刷；粉笔,15-402
80,150403,多媒体；黑板；黑板刷；粉笔,15-403
80,150404,多媒体；黑板；黑板刷；粉笔,15-404
300,150405,多媒体；黑板；黑板刷；粉笔,15-405
300,150406,多媒体；黑板；黑板刷；粉笔,15-406
120,150407,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,15-407
200,150408,多媒体；黑板；黑板刷；粉笔,15-408
80,150409,多媒体；黑板；黑板刷；粉笔,15-409
80,150410,多媒体；黑板；黑板刷；粉笔,15-410
80,150411,多媒体；黑板；黑板刷；粉笔,15-411
80,150412,多媒体；黑板；黑板刷；粉笔,15-412
200,150501,多媒体；黑板；黑板刷；粉笔,15-501
80,150502,多媒体；黑板；黑板刷；粉笔,15-502
80,150503,多媒体；黑板；黑板刷；粉笔,15-503
80,150504,多媒体；黑板；黑板刷；粉笔,15-504
200,150505,多媒体；黑板；黑板刷；粉笔,15-505
300,150506,多媒体；黑板；黑板刷；粉笔,15-506
120,150507,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,15-507
300,150508,多媒体；黑板；黑板刷；粉笔,15-508
80,150509,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-509
80,150510,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-510
80,150511,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-511
80,150512,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-512
200,150601,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-601
80,150602,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-602
80,150603,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-603
80,150604,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-604
300,150605,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-605
300,150606,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-606
120,150607,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,15-607
200,150608,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-608
80,150609,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-609
80,150610,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-610
80,150611,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-611
80,150612,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-612
300,150701,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-701
80,150702,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-702
80,150703,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-703
80,150704,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-704
200,150705,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-705
300,150706,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-706
120,150707,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,15-707
300,150708,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-708
80,150709,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-709
80,150710,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-710
80,150711,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-711
80,150712,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,15-712
300,160101,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-101
80,160102,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-102
80,160103,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-103
80,160104,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-104
300,160105,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-105
300,160106,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-106
120,160107,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,16-107
300,160108,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-108
80,160109,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-109
80,160110,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-110
80,160111,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-111
80,160112,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-112
300,160201,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-201
80,160202,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-202
80,160203,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-203
80,160204,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-204
200,160205,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-205
200,160206,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-206
120,160207,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,16-207
300,160208,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-208
80,160209,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-209
80,160210,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-210
80,160211,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-211
80,160212,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-212
300,160301,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-301
80,160302,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-302
80,160303,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-303
80,160304,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-304
200,160305,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-305
300,160306,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-306
120,160307,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,16-307
300,160308,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-308
80,160309,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-309
80,160310,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-310
80,160311,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-311
80,160312,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-312
200,160401,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-401
80,160402,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-402
80,160403,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-403
80,160404,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-404
300,160405,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-405
200,160406,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-406
120,160407,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,16-407
200,160408,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-408
80,160409,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-409
80,160410,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-410
80,160411,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-411
80,160412,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-412
200,160501,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-501
80,160502,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-502
80,160503,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-503
80,160504,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-504
300,160505,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-505
300,160506,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-506
120,160507,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,16-507
300,160508,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-508
80,160509,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-509
80,160510,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-510
80,160511,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-511
80,160512,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-512
300,160601,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-601
80,160602,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-602
80,160603,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-603
80,160604,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-604
300,160605,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-605
200,160606,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-606
120,160607,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,16-607
300,160608,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-608
80,160609,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-609
80,160610,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-610
80,160611,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-611
80,160612,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,16-612
300,170101,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,17-101
80,170102,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,17-102
80,170103,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,17-103
80,170104,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,17-104
200,170105,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,17-105
200,170106,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,17-106
120,170107,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,17-107
300,170108,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,17-108
80,170109,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,17-109
80,170110,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,17-110
80,170111,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,17-111
80,170112,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,17-112
300,170201,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,17-201
80,170202,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,17-202
80,170203,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,17-203
80,170204,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,17-204
300,170205,多媒体；黑板；黑板刷；粉笔；生物实验室（生物防护工具）,17-205
300,170206,多媒体；黑板；黑板刷；粉笔,17-206
120,170207,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,17-207
200,170208,多媒体；黑板；黑板刷；粉笔,17-208
80,170209,多媒体；黑板；黑板刷；粉笔,17-209
80,170210,多媒体；黑板；黑板刷；粉笔,17-210
80,170211,多媒体；黑板；黑板刷；粉笔,17-211
80,170212,多媒体；黑板；黑板刷；粉笔,17-212
300,170301,多媒体；黑板；黑板刷；粉笔,17-301
80,170302,多媒体；黑板；黑板刷；粉笔,17-302
80,170303,多媒体；黑板；黑板刷；粉笔,17-303
80,170304,多媒体；黑板；黑板刷；粉笔,17-304
300,170305,多媒体；黑板；黑板刷；粉笔,17-305
200,170306,多媒体；黑板；黑板刷；粉笔,17-306
120,170307,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,17-307
300,170308,多媒体；黑板；黑板刷；粉笔,17-308
80,170309,多媒体；黑板；黑板刷；粉笔,17-309
80,170310,多媒体；黑板；黑板刷；粉笔,17-310
80,170311,多媒体；黑板；黑板刷；粉笔,17-311
80,170312,多媒体；黑板；黑板刷；粉笔,17-312
300,170401,多媒体；黑板；黑板刷；粉笔,17-401
80,170402,多媒体；黑板；黑板刷；粉笔,17-402
80,170403,多媒体；黑板；黑板刷；粉笔,17-403
80,170404,多媒体；黑板；黑板刷；粉笔,17-404
300,170405,多媒体；黑板；黑板刷；粉笔,17-405
300,170406,多媒体；黑板；黑板刷；粉笔,17-406
120,170407,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,17-407
300,170408,多媒体；黑板；黑板刷；粉笔,17-408
80,170409,多媒体；黑板；黑板刷；粉笔,17-409
80,170410,多媒体；黑板；黑板刷；粉笔,17-410
80,170411,多媒体；黑板；黑板刷；粉笔,17-411
80,170412,多媒体；黑板；黑板刷；粉笔,17-412
200,170501,多媒体；黑板；黑板刷；粉笔,17-501
80,170502,多媒体；黑板；黑板刷；粉笔,17-502
80,170503,多媒体；黑板；黑板刷；粉笔,17-503
80,170504,多媒体；黑板；黑板刷；粉笔,17-504
200,170505,多媒体；黑板；黑板刷；粉笔,17-505
200,170506,多媒体；黑板；黑板刷；粉笔,17-506
120,170507,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,17-507
300,170508,多媒体；黑板；黑板刷；粉笔,17-508
80,170509,多媒体；黑板；黑板刷；粉笔,17-509
80,170510,多媒体；黑板；黑板刷；粉笔,17-510
80,170511,多媒体；黑板；黑板刷；粉笔,17-511
80,170512,多媒体；黑板；黑板刷；粉笔,17-512
200,170601,多媒体；黑板；黑板刷；粉笔,17-601
80,170602,多媒体；黑板；黑板刷；粉笔,17-602
80,170603,多媒体；黑板；黑板刷；粉笔,17-603
80,170604,多媒体；黑板；黑板刷；粉笔,17-604
200,170605,多媒体；黑板；黑板刷；粉笔,17-605
200,170606,多媒体；黑板；黑板刷；粉笔,17-606
120,170607,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,17-607
200,170608,多媒体；黑板；黑板刷；粉笔,17-608
80,170609,多媒体；黑板；黑板刷；粉笔,17-609
80,170610,多媒体；黑板；黑板刷；粉笔,17-610
80,170611,多媒体；黑板；黑板刷；粉笔,17-611
80,170612,多媒体；黑板；黑板刷；粉笔,17-612
300,180101,多媒体；黑板；黑板刷；粉笔,18-101
80,180102,多媒体；黑板；黑板刷；粉笔,18-102
80,180103,多媒体；黑板；黑板刷；粉笔,18-103
80,180104,多媒体；黑板；黑板刷；粉笔,18-104
200,180105,多媒体；黑板；黑板刷；粉笔,18-105
200,180106,多媒体；黑板；黑板刷；粉笔,18-106
120,180107,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,18-107
300,180108,多媒体；黑板；黑板刷；粉笔,18-108
80,180109,多媒体；黑板；黑板刷；粉笔,18-109
80,180110,多媒体；黑板；黑板刷；粉笔,18-110
80,180111,多媒体；黑板；黑板刷；粉笔,18-111
80,180112,多媒体；黑板；黑板刷；粉笔,18-112
200,180201,多媒体；黑板；黑板刷；粉笔,18-201
80,180202,多媒体；黑板；黑板刷；粉笔,18-202
80,180203,多媒体；黑板；黑板刷；粉笔,18-203
80,180204,多媒体；黑板；黑板刷；粉笔,18-204
300,180205,多媒体；黑板；黑板刷；粉笔,18-205
300,180206,多媒体；黑板；黑板刷；粉笔,18-206
120,180207,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,18-207
200,180208,多媒体；黑板；黑板刷；粉笔,18-208
80,180209,多媒体；黑板；黑板刷；粉笔,18-209
80,180210,多媒体；黑板；黑板刷；粉笔,18-210
80,180211,多媒体；黑板；黑板刷；粉笔,18-211
80,180212,多媒体；黑板；黑板刷；粉笔,18-212
200,180301,多媒体；黑板；黑板刷；粉笔,18-301
80,180302,多媒体；黑板；黑板刷；粉笔,18-302
80,180303,多媒体；黑板；黑板刷；粉笔,18-303
80,180304,多媒体；黑板；黑板刷；粉笔,18-304
300,180305,多媒体；黑板；黑板刷；粉笔,18-305
300,180306,多媒体；黑板；黑板刷；粉笔,18-306
120,180307,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,18-307
200,180308,多媒体；黑板；黑板刷；粉笔,18-308
80,180309,多媒体；黑板；黑板刷；粉笔,18-309
80,180310,多媒体；黑板；黑板刷；粉笔,18-310
80,180311,多媒体；黑板；黑板刷；粉笔,18-311
80,180312,多媒体；黑板；黑板刷；粉笔,18-312
200,180401,多媒体；黑板；黑板刷；粉笔,18-401
80,180402,多媒体；黑板；黑板刷；粉笔,18-402
80,180403,多媒体；黑板；黑板刷；粉笔,18-403
80,180404,多媒体；黑板；黑板刷；粉笔,18-404
300,180405,多媒体；黑板；黑板刷；粉笔,18-405
300,180406,多媒体；黑板；黑板刷；粉笔,18-406
120,180407,多媒体；黑板；黑板刷；粉笔；物理实验室（物理实验工具）,18-407
300,180408,多媒体；黑板；黑板刷；粉笔,18-408
80,180409,多媒体；黑板；黑板刷；粉笔,18-409
80,180410,多媒体；黑板；黑板刷；粉笔,18-410
80,180411,多媒体；黑板；黑板刷；粉笔,18-411
80,180412,多媒体；黑板；黑板刷；粉笔,18-412
300,180501,多媒体；黑板；黑板刷；粉笔,18-501
80,180502,多媒体；黑板；黑板刷；粉笔,18-502
80,180503,多媒体；黑板；黑板刷；粉笔,18-503
80,180504,多媒体；黑板；黑板刷；粉笔,18-504
