教室可容纳学生,教室编号,资源,教室ID
80,110512,投影仪；黑板；黑板刷；粉笔,11-512
300,120101,投影仪；黑板；黑板刷；粉笔,12-101
80,120102,投影仪；黑板；黑板刷；粉笔,12-102
80,120103,投影仪；黑板；黑板刷；粉笔,12-103
80,120104,投影仪；黑板；黑板刷；粉笔,12-104
300,120105,投影仪；黑板；黑板刷；粉笔,12-105
200,120106,投影仪；黑板；黑板刷；粉笔,12-106
120,120107,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",12-107
200,120108,投影仪；黑板；黑板刷；粉笔,12-108
80,120109,投影仪；黑板；黑板刷；粉笔,12-109
80,120110,投影仪；黑板；黑板刷；粉笔,12-110
80,120111,投影仪；黑板；黑板刷；粉笔,12-111
80,120112,投影仪；黑板；黑板刷；粉笔,12-112
200,120201,投影仪；黑板；黑板刷；粉笔,12-201
80,120202,投影仪；黑板；黑板刷；粉笔,12-202
80,120203,投影仪；黑板；黑板刷；粉笔,12-203
80,120204,投影仪；黑板；黑板刷；粉笔,12-204
200,120205,投影仪；黑板；黑板刷；粉笔,12-205
200,120206,投影仪；黑板；黑板刷；粉笔,12-206
120,120207,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",12-207
200,120208,投影仪；黑板；黑板刷；粉笔,12-208
80,120209,投影仪；黑板；黑板刷；粉笔,12-209
80,120210,投影仪；黑板；黑板刷；粉笔,12-210
80,120211,投影仪；黑板；黑板刷；粉笔,12-211
80,120212,投影仪；黑板；黑板刷；粉笔,12-212
300,120301,投影仪；黑板；黑板刷；粉笔,12-301
80,120302,投影仪；黑板；黑板刷；粉笔,12-302
80,120303,投影仪；黑板；黑板刷；粉笔,12-303
80,120304,投影仪；黑板；黑板刷；粉笔,12-304
300,120305,投影仪；黑板；黑板刷；粉笔,12-305
200,120306,投影仪；黑板；黑板刷；粉笔,12-306
120,120307,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",12-307
300,120308,投影仪；黑板；黑板刷；粉笔,12-308
80,120309,投影仪；黑板；黑板刷；粉笔,12-309
80,120310,投影仪；黑板；黑板刷；粉笔,12-310
80,120311,投影仪；黑板；黑板刷；粉笔,12-311
80,120312,投影仪；黑板；黑板刷；粉笔,12-312
200,120401,投影仪；黑板；黑板刷；粉笔,12-401
80,120402,投影仪；黑板；黑板刷；粉笔,12-402
80,120403,投影仪；黑板；黑板刷；粉笔,12-403
80,120404,投影仪；黑板；黑板刷；粉笔,12-404
300,120405,投影仪；黑板；黑板刷；粉笔,12-405
200,120406,投影仪；黑板；黑板刷；粉笔,12-406
120,120407,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",12-407
200,120408,投影仪；黑板；黑板刷；粉笔,12-408
80,120409,投影仪；黑板；黑板刷；粉笔,12-409
80,120410,投影仪；黑板；黑板刷；粉笔,12-410
80,120411,投影仪；黑板；黑板刷；粉笔,12-411
80,120412,投影仪；黑板；黑板刷；粉笔,12-412
300,120501,投影仪；黑板；黑板刷；粉笔,12-501
80,120502,投影仪；黑板；黑板刷；粉笔,12-502
80,120503,投影仪；黑板；黑板刷；粉笔,12-503
80,120504,投影仪；黑板；黑板刷；粉笔,12-504
300,120505,投影仪；黑板；黑板刷；粉笔,12-505
200,120506,投影仪；黑板；黑板刷；粉笔,12-506
120,120507,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",12-507
300,120508,投影仪；黑板；黑板刷；粉笔,12-508
80,120509,投影仪；黑板；黑板刷；粉笔,12-509
80,120510,投影仪；黑板；黑板刷；粉笔,12-510
80,120511,投影仪；黑板；黑板刷；粉笔,12-511
80,120512,投影仪；黑板；黑板刷；粉笔,12-512
300,120601,投影仪；黑板；黑板刷；粉笔,12-601
80,120602,投影仪；黑板；黑板刷；粉笔,12-602
80,120603,投影仪；黑板；黑板刷；粉笔,12-603
80,120604,投影仪；黑板；黑板刷；粉笔,12-604
200,120605,投影仪；黑板；黑板刷；粉笔,12-605
200,120606,投影仪；黑板；黑板刷；粉笔,12-606
120,120607,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",12-607
300,120608,投影仪；黑板；黑板刷；粉笔,12-608
80,120609,投影仪；黑板；黑板刷；粉笔,12-609
80,120610,投影仪；黑板；黑板刷；粉笔,12-610
80,120611,投影仪；黑板；黑板刷；粉笔,12-611
80,120612,投影仪；黑板；黑板刷；粉笔,12-612
300,130101,投影仪；黑板；黑板刷；粉笔,13-101
80,130102,投影仪；黑板；黑板刷；粉笔,13-102
80,130103,投影仪；黑板；黑板刷；粉笔,13-103
80,130104,投影仪；黑板；黑板刷；粉笔,13-104
300,130105,投影仪；黑板；黑板刷；粉笔,13-105
200,130106,投影仪；黑板；黑板刷；粉笔,13-106
120,130107,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",13-107
300,130108,投影仪；黑板；黑板刷；粉笔,13-108
80,130109,投影仪；黑板；黑板刷；粉笔,13-109
80,130110,投影仪；黑板；黑板刷；粉笔,13-110
80,130111,投影仪；黑板；黑板刷；粉笔,13-111
80,130112,投影仪；黑板；黑板刷；粉笔,13-112
300,130201,投影仪；黑板；黑板刷；粉笔,13-201
80,130202,投影仪；黑板；黑板刷；粉笔,13-202
80,130203,投影仪；黑板；黑板刷；粉笔,13-203
80,130204,投影仪；黑板；黑板刷；粉笔,13-204
300,130205,投影仪；黑板；黑板刷；粉笔,13-205
300,130206,投影仪；黑板；黑板刷；粉笔,13-206
120,130207,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",13-207
300,130208,投影仪；黑板；黑板刷；粉笔,13-208
80,130209,投影仪；黑板；黑板刷；粉笔,13-209
80,130210,投影仪；黑板；黑板刷；粉笔,13-210
80,130211,投影仪；黑板；黑板刷；粉笔,13-211
80,130212,投影仪；黑板；黑板刷；粉笔,13-212
300,130301,投影仪；黑板；黑板刷；粉笔,13-301
80,130302,投影仪；黑板；黑板刷；粉笔,13-302
80,130303,投影仪；黑板；黑板刷；粉笔,13-303
80,130304,投影仪；黑板；黑板刷；粉笔,13-304
300,130305,投影仪；黑板；黑板刷；粉笔,13-305
200,130306,投影仪；黑板；黑板刷；粉笔,13-306
120,130307,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",13-307
300,130308,投影仪；黑板；黑板刷；粉笔,13-308
80,130309,投影仪；黑板；黑板刷；粉笔,13-309
80,130310,投影仪；黑板；黑板刷；粉笔,13-310
80,130311,投影仪；黑板；黑板刷；粉笔,13-311
80,130312,投影仪；黑板；黑板刷；粉笔,13-312
300,130401,投影仪；黑板；黑板刷；粉笔,13-401
80,130402,投影仪；黑板；黑板刷；粉笔,13-402
80,130403,投影仪；黑板；黑板刷；粉笔,13-403
80,130404,投影仪；黑板；黑板刷；粉笔,13-404
200,130405,投影仪；黑板；黑板刷；粉笔,13-405
300,130406,投影仪；黑板；黑板刷；粉笔,13-406
120,130407,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",13-407
300,130408,投影仪；黑板；黑板刷；粉笔,13-408
80,130409,投影仪；黑板；黑板刷；粉笔,13-409
80,130410,投影仪；黑板；黑板刷；粉笔,13-410
80,130411,投影仪；黑板；黑板刷；粉笔,13-411
80,130412,投影仪；黑板；黑板刷；粉笔,13-412
300,130501,投影仪；黑板；黑板刷；粉笔,13-501
80,130502,投影仪；黑板；黑板刷；粉笔,13-502
80,130503,投影仪；黑板；黑板刷；粉笔,13-503
80,130504,投影仪；黑板；黑板刷；粉笔,13-504
200,130505,投影仪；黑板；黑板刷；粉笔,13-505
200,130506,投影仪；黑板；黑板刷；粉笔,13-506
120,130507,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",13-507
200,130508,投影仪；黑板；黑板刷；粉笔,13-508
80,130509,投影仪；黑板；黑板刷；粉笔,13-509
80,130510,投影仪；黑板；黑板刷；粉笔,13-510
80,130511,投影仪；黑板；黑板刷；粉笔,13-511
80,130512,投影仪；黑板；黑板刷；粉笔,13-512
300,130601,投影仪；黑板；黑板刷；粉笔,13-601
80,130602,投影仪；黑板；黑板刷；粉笔,13-602
80,130603,投影仪；黑板；黑板刷；粉笔,13-603
80,130604,投影仪；黑板；黑板刷；粉笔,13-604
200,130605,投影仪；黑板；黑板刷；粉笔,13-605
300,130606,投影仪；黑板；黑板刷；粉笔,13-606
120,130607,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",13-607
200,130608,投影仪；黑板；黑板刷；粉笔,13-608
80,130609,投影仪；黑板；黑板刷；粉笔,13-609
80,130610,投影仪；黑板；黑板刷；粉笔,13-610
80,130611,投影仪；黑板；黑板刷；粉笔,13-611
80,130612,投影仪；黑板；黑板刷；粉笔,13-612
200,130701,投影仪；黑板；黑板刷；粉笔,13-701
80,130702,投影仪；黑板；黑板刷；粉笔,13-702
80,130703,投影仪；黑板；黑板刷；粉笔,13-703
80,130704,投影仪；黑板；黑板刷；粉笔,13-704
200,130705,投影仪；黑板；黑板刷；粉笔,13-705
300,130706,投影仪；黑板；黑板刷；粉笔,13-706
120,130707,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",13-707
300,130708,投影仪；黑板；黑板刷；粉笔,13-708
80,130709,投影仪；黑板；黑板刷；粉笔,13-709
80,130710,投影仪；黑板；黑板刷；粉笔,13-710
80,130711,投影仪；黑板；黑板刷；粉笔,13-711
80,130712,投影仪；黑板；黑板刷；粉笔,13-712
200,140101,投影仪；黑板；黑板刷；粉笔,14-101
80,140102,投影仪；黑板；黑板刷；粉笔,14-102
80,140103,投影仪；黑板；黑板刷；粉笔,14-103
80,140104,投影仪；黑板；黑板刷；粉笔,14-104
200,140105,投影仪；黑板；黑板刷；粉笔,14-105
300,140106,投影仪；黑板；黑板刷；粉笔,14-106
120,140107,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",14-107
300,140108,投影仪；黑板；黑板刷；粉笔,14-108
80,140109,投影仪；黑板；黑板刷；粉笔,14-109
80,140110,投影仪；黑板；黑板刷；粉笔,14-110
80,140111,投影仪；黑板；黑板刷；粉笔,14-111
80,140112,投影仪；黑板；黑板刷；粉笔,14-112
200,140201,投影仪；黑板；黑板刷；粉笔,14-201
80,140202,投影仪；黑板；黑板刷；粉笔,14-202
80,140203,投影仪；黑板；黑板刷；粉笔,14-203
80,140204,投影仪；黑板；黑板刷；粉笔,14-204
200,140205,投影仪；黑板；黑板刷；粉笔,14-205
200,140206,投影仪；黑板；黑板刷；粉笔,14-206
120,140207,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",14-207
200,140208,投影仪；黑板；黑板刷；粉笔,14-208
80,140209,投影仪；黑板；黑板刷；粉笔,14-209
80,140210,投影仪；黑板；黑板刷；粉笔,14-210
80,140211,投影仪；黑板；黑板刷；粉笔,14-211
80,140212,投影仪；黑板；黑板刷；粉笔,14-212
300,140301,投影仪；黑板；黑板刷；粉笔,14-301
80,140302,投影仪；黑板；黑板刷；粉笔,14-302
80,140303,投影仪；黑板；黑板刷；粉笔,14-303
80,140304,投影仪；黑板；黑板刷；粉笔,14-304
200,140305,投影仪；黑板；黑板刷；粉笔,14-305
300,140306,投影仪；黑板；黑板刷；粉笔,14-306
120,140307,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",14-307
200,140308,投影仪；黑板；黑板刷；粉笔,14-308
80,140309,投影仪；黑板；黑板刷；粉笔,14-309
80,140310,投影仪；黑板；黑板刷；粉笔,14-310
80,140311,投影仪；黑板；黑板刷；粉笔,14-311
80,140312,投影仪；黑板；黑板刷；粉笔,14-312
300,140401,投影仪；黑板；黑板刷；粉笔,14-401
80,140402,投影仪；黑板；黑板刷；粉笔,14-402
80,140403,投影仪；黑板；黑板刷；粉笔,14-403
80,140404,投影仪；黑板；黑板刷；粉笔,14-404
200,140405,投影仪；黑板；黑板刷；粉笔,14-405
300,140406,投影仪；黑板；黑板刷；粉笔,14-406
120,140407,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",14-407
300,140408,投影仪；黑板；黑板刷；粉笔,14-408
80,140409,投影仪；黑板；黑板刷；粉笔,14-409
80,140410,投影仪；黑板；黑板刷；粉笔,14-410
80,140411,投影仪；黑板；黑板刷；粉笔,14-411
80,140412,投影仪；黑板；黑板刷；粉笔,14-412
200,140501,投影仪；黑板；黑板刷；粉笔,14-501
80,140502,投影仪；黑板；黑板刷；粉笔,14-502
80,140503,投影仪；黑板；黑板刷；粉笔,14-503
80,140504,投影仪；黑板；黑板刷；粉笔,14-504
200,140505,投影仪；黑板；黑板刷；粉笔,14-505
300,140506,投影仪；黑板；黑板刷；粉笔,14-506
120,140507,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",14-507
200,140508,投影仪；黑板；黑板刷；粉笔,14-508
80,140509,投影仪；黑板；黑板刷；粉笔,14-509
80,140510,投影仪；黑板；黑板刷；粉笔,14-510
80,140511,投影仪；黑板；黑板刷；粉笔,14-511
80,140512,投影仪；黑板；黑板刷；粉笔,14-512
200,140601,投影仪；黑板；黑板刷；粉笔,14-601
80,140602,投影仪；黑板；黑板刷；粉笔,14-602
80,140603,投影仪；黑板；黑板刷；粉笔,14-603
80,140604,投影仪；黑板；黑板刷；粉笔,14-604
200,140605,投影仪；黑板；黑板刷；粉笔,14-605
200,140606,投影仪；黑板；黑板刷；粉笔,14-606
120,140607,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",14-607
200,140608,投影仪；黑板；黑板刷；粉笔,14-608
80,140609,投影仪；黑板；黑板刷；粉笔,14-609
80,140610,投影仪；黑板；黑板刷；粉笔,14-610
80,140611,投影仪；黑板；黑板刷；粉笔,14-611
80,140612,投影仪；黑板；黑板刷；粉笔,14-612
300,140701,投影仪；黑板；黑板刷；粉笔,14-701
80,140702,投影仪；黑板；黑板刷；粉笔,14-702
80,140703,投影仪；黑板；黑板刷；粉笔,14-703
80,140704,投影仪；黑板；黑板刷；粉笔,14-704
200,140705,投影仪；黑板；黑板刷；粉笔,14-705
300,140706,投影仪；黑板；黑板刷；粉笔,14-706
120,140707,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",14-707
200,140708,投影仪；黑板；黑板刷；粉笔,14-708
80,140709,投影仪；黑板；黑板刷；粉笔,14-709
80,140710,投影仪；黑板；黑板刷；粉笔,14-710
80,140711,投影仪；黑板；黑板刷；粉笔,14-711
80,140712,投影仪；黑板；黑板刷；粉笔,14-712
300,150101,投影仪；黑板；黑板刷；粉笔,15-101
80,150102,投影仪；黑板；黑板刷；粉笔,15-102
80,150103,投影仪；黑板；黑板刷；粉笔,15-103
80,150104,投影仪；黑板；黑板刷；粉笔,15-104
300,150105,投影仪；黑板；黑板刷；粉笔,15-105
200,150106,投影仪；黑板；黑板刷；粉笔,15-106
120,150107,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",15-107
200,150108,投影仪；黑板；黑板刷；粉笔,15-108
80,150109,投影仪；黑板；黑板刷；粉笔,15-109
80,150110,投影仪；黑板；黑板刷；粉笔,15-110
80,150111,投影仪；黑板；黑板刷；粉笔,15-111
80,150112,投影仪；黑板；黑板刷；粉笔,15-112
200,150201,投影仪；黑板；黑板刷；粉笔,15-201
80,150202,投影仪；黑板；黑板刷；粉笔,15-202
80,150203,投影仪；黑板；黑板刷；粉笔,15-203
80,150204,投影仪；黑板；黑板刷；粉笔,15-204
200,150205,投影仪；黑板；黑板刷；粉笔,15-205
200,150206,投影仪；黑板；黑板刷；粉笔,15-206
120,150207,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",15-207
200,150208,投影仪；黑板；黑板刷；粉笔,15-208
80,150209,投影仪；黑板；黑板刷；粉笔,15-209
80,150210,投影仪；黑板；黑板刷；粉笔,15-210
80,150211,投影仪；黑板；黑板刷；粉笔,15-211
80,150212,投影仪；黑板；黑板刷；粉笔,15-212
300,150301,投影仪；黑板；黑板刷；粉笔,15-301
80,150302,投影仪；黑板；黑板刷；粉笔,15-302
80,150303,投影仪；黑板；黑板刷；粉笔,15-303
80,150304,投影仪；黑板；黑板刷；粉笔,15-304
200,150305,投影仪；黑板；黑板刷；粉笔,15-305
200,150306,投影仪；黑板；黑板刷；粉笔,15-306
120,150307,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",15-307
200,150308,投影仪；黑板；黑板刷；粉笔,15-308
80,150309,投影仪；黑板；黑板刷；粉笔,15-309
80,150310,投影仪；黑板；黑板刷；粉笔,15-310
80,150311,投影仪；黑板；黑板刷；粉笔,15-311
80,150312,投影仪；黑板；黑板刷；粉笔,15-312
200,150401,投影仪；黑板；黑板刷；粉笔,15-401
80,150402,投影仪；黑板；黑板刷；粉笔,15-402
80,150403,投影仪；黑板；黑板刷；粉笔,15-403
80,150404,投影仪；黑板；黑板刷；粉笔,15-404
300,150405,投影仪；黑板；黑板刷；粉笔,15-405
300,150406,投影仪；黑板；黑板刷；粉笔,15-406
120,150407,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",15-407
200,150408,投影仪；黑板；黑板刷；粉笔,15-408
80,150409,投影仪；黑板；黑板刷；粉笔,15-409
80,150410,投影仪；黑板；黑板刷；粉笔,15-410
80,150411,投影仪；黑板；黑板刷；粉笔,15-411
80,150412,投影仪；黑板；黑板刷；粉笔,15-412
200,150501,投影仪；黑板；黑板刷；粉笔,15-501
80,150502,投影仪；黑板；黑板刷；粉笔,15-502
80,150503,投影仪；黑板；黑板刷；粉笔,15-503
80,150504,投影仪；黑板；黑板刷；粉笔,15-504
200,150505,投影仪；黑板；黑板刷；粉笔,15-505
300,150506,投影仪；黑板；黑板刷；粉笔,15-506
120,150507,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",15-507
300,150508,投影仪；黑板；黑板刷；粉笔,15-508
80,150509,投影仪；黑板；黑板刷；粉笔,15-509
80,150510,投影仪；黑板；黑板刷；粉笔,15-510
80,150511,投影仪；黑板；黑板刷；粉笔,15-511
80,150512,投影仪；黑板；黑板刷；粉笔,15-512
200,150601,投影仪；黑板；黑板刷；粉笔,15-601
80,150602,投影仪；黑板；黑板刷；粉笔,15-602
80,150603,投影仪；黑板；黑板刷；粉笔,15-603
80,150604,投影仪；黑板；黑板刷；粉笔,15-604
300,150605,投影仪；黑板；黑板刷；粉笔,15-605
300,150606,投影仪；黑板；黑板刷；粉笔,15-606
120,150607,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",15-607
200,150608,投影仪；黑板；黑板刷；粉笔,15-608
80,150609,投影仪；黑板；黑板刷；粉笔,15-609
80,150610,投影仪；黑板；黑板刷；粉笔,15-610
80,150611,投影仪；黑板；黑板刷；粉笔,15-611
80,150612,投影仪；黑板；黑板刷；粉笔,15-612
300,150701,投影仪；黑板；黑板刷；粉笔,15-701
80,150702,投影仪；黑板；黑板刷；粉笔,15-702
80,150703,投影仪；黑板；黑板刷；粉笔,15-703
80,150704,投影仪；黑板；黑板刷；粉笔,15-704
200,150705,投影仪；黑板；黑板刷；粉笔,15-705
300,150706,投影仪；黑板；黑板刷；粉笔,15-706
120,150707,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",15-707
300,150708,投影仪；黑板；黑板刷；粉笔,15-708
80,150709,投影仪；黑板；黑板刷；粉笔,15-709
80,150710,投影仪；黑板；黑板刷；粉笔,15-710
80,150711,投影仪；黑板；黑板刷；粉笔,15-711
80,150712,投影仪；黑板；黑板刷；粉笔,15-712
300,160101,投影仪；黑板；黑板刷；粉笔,16-101
80,160102,投影仪；黑板；黑板刷；粉笔,16-102
80,160103,投影仪；黑板；黑板刷；粉笔,16-103
80,160104,投影仪；黑板；黑板刷；粉笔,16-104
300,160105,投影仪；黑板；黑板刷；粉笔,16-105
300,160106,投影仪；黑板；黑板刷；粉笔,16-106
120,160107,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",16-107
300,160108,投影仪；黑板；黑板刷；粉笔,16-108
80,160109,投影仪；黑板；黑板刷；粉笔,16-109
80,160110,投影仪；黑板；黑板刷；粉笔,16-110
80,160111,投影仪；黑板；黑板刷；粉笔,16-111
80,160112,投影仪；黑板；黑板刷；粉笔,16-112
300,160201,投影仪；黑板；黑板刷；粉笔,16-201
80,160202,投影仪；黑板；黑板刷；粉笔,16-202
80,160203,投影仪；黑板；黑板刷；粉笔,16-203
80,160204,投影仪；黑板；黑板刷；粉笔,16-204
200,160205,投影仪；黑板；黑板刷；粉笔,16-205
200,160206,投影仪；黑板；黑板刷；粉笔,16-206
120,160207,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",16-207
300,160208,投影仪；黑板；黑板刷；粉笔,16-208
80,160209,投影仪；黑板；黑板刷；粉笔,16-209
80,160210,投影仪；黑板；黑板刷；粉笔,16-210
80,160211,投影仪；黑板；黑板刷；粉笔,16-211
80,160212,投影仪；黑板；黑板刷；粉笔,16-212
300,160301,投影仪；黑板；黑板刷；粉笔,16-301
80,160302,投影仪；黑板；黑板刷；粉笔,16-302
80,160303,投影仪；黑板；黑板刷；粉笔,16-303
80,160304,投影仪；黑板；黑板刷；粉笔,16-304
200,160305,投影仪；黑板；黑板刷；粉笔,16-305
300,160306,投影仪；黑板；黑板刷；粉笔,16-306
120,160307,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",16-307
300,160308,投影仪；黑板；黑板刷；粉笔,16-308
80,160309,投影仪；黑板；黑板刷；粉笔,16-309
80,160310,投影仪；黑板；黑板刷；粉笔,16-310
80,160311,投影仪；黑板；黑板刷；粉笔,16-311
80,160312,投影仪；黑板；黑板刷；粉笔,16-312
200,160401,投影仪；黑板；黑板刷；粉笔,16-401
80,160402,投影仪；黑板；黑板刷；粉笔,16-402
80,160403,投影仪；黑板；黑板刷；粉笔,16-403
80,160404,投影仪；黑板；黑板刷；粉笔,16-404
300,160405,投影仪；黑板；黑板刷；粉笔,16-405
200,160406,投影仪；黑板；黑板刷；粉笔,16-406
120,160407,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",16-407
200,160408,投影仪；黑板；黑板刷；粉笔,16-408
80,160409,投影仪；黑板；黑板刷；粉笔,16-409
80,160410,投影仪；黑板；黑板刷；粉笔,16-410
80,160411,投影仪；黑板；黑板刷；粉笔,16-411
80,160412,投影仪；黑板；黑板刷；粉笔,16-412
200,160501,投影仪；黑板；黑板刷；粉笔,16-501
80,160502,投影仪；黑板；黑板刷；粉笔,16-502
80,160503,投影仪；黑板；黑板刷；粉笔,16-503
80,160504,投影仪；黑板；黑板刷；粉笔,16-504
300,160505,投影仪；黑板；黑板刷；粉笔,16-505
300,160506,投影仪；黑板；黑板刷；粉笔,16-506
120,160507,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",16-507
300,160508,投影仪；黑板；黑板刷；粉笔,16-508
80,160509,投影仪；黑板；黑板刷；粉笔,16-509
80,160510,投影仪；黑板；黑板刷；粉笔,16-510
80,160511,投影仪；黑板；黑板刷；粉笔,16-511
80,160512,投影仪；黑板；黑板刷；粉笔,16-512
300,160601,投影仪；黑板；黑板刷；粉笔,16-601
80,160602,投影仪；黑板；黑板刷；粉笔,16-602
80,160603,投影仪；黑板；黑板刷；粉笔,16-603
80,160604,投影仪；黑板；黑板刷；粉笔,16-604
300,160605,投影仪；黑板；黑板刷；粉笔,16-605
200,160606,投影仪；黑板；黑板刷；粉笔,16-606
120,160607,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",16-607
300,160608,投影仪；黑板；黑板刷；粉笔,16-608
80,160609,投影仪；黑板；黑板刷；粉笔,16-609
80,160610,投影仪；黑板；黑板刷；粉笔,16-610
80,160611,投影仪；黑板；黑板刷；粉笔,16-611
